libellé métier,lien site onisep.fr,nom publication,collection,année,gencod,GFE,code ROME,libellé ROME,lien ROME
consultant / consultante en systèmes d'information,http://www.onisep.fr/http/redirection/metier/identifiant/100677,Les métiers de l'informatique,Parcours,2017,9782273013291,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",M1806,Conseil et maîtrise d'ouvrage en systèmes d'information,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1806
ingénieur / ingénieure intégration satellite,http://www.onisep.fr/http/redirection/metier/identifiant/100680,Les métiers de l'industrie aéronautique et spatiale,Parcours,2017,9782273013284,F : Mécanique,H1206,"Management et ingénierie études, recherche et développement industriel",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206
ingénieur technico-commercial / ingénieure technico-commerciale en chimie,http://www.onisep.fr/http/redirection/metier/identifiant/100606,Les métiers de la chimie,Parcours,2016,9782273012867,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",H1206,"Management et ingénierie études, recherche et développement industriel",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206
responsable biométrie,http://www.onisep.fr/http/redirection/metier/identifiant/100608,Les métiers de la biologie et des biotechnologies,Parcours,2016,9782273012775,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",J1201,Biologie médicale,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1201
ingénieur / ingénieure cloud computing,http://www.onisep.fr/http/redirection/metier/identifiant/100611,Les métiers de l'informatique,Parcours,2017,9782273013291,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",M1802,Expertise et support en systèmes d'information,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1802
ingénieur / ingénieure qualité moteur,http://www.onisep.fr/http/redirection/metier/identifiant/100685,Les métiers de l'automobile,Parcours,2018,9782273013840,F : Mécanique,H1502,Management et ingénierie qualité industrielle,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1502
chargé / chargée d'études en valorisation agricole des déchets,http://www.onisep.fr/http/redirection/metier/identifiant/100572,Les métiers de l'agriculture et de la forêt,Parcours,2017,9782273013307,"T : Environnement, nettoyage, sécurité",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
chercheur / chercheuse en biologie du sport,http://www.onisep.fr/http/redirection/metier/identifiant/100576,Les métiers de la biologie et des biotechnologies,Parcours,2016,9782273012775,"R : Santé, social, soins personnels",J1201,Biologie médicale,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1201
ingénieur / ingénieure réservoir,http://www.onisep.fr/http/redirection/metier/identifiant/100580,Les métiers de l'énergie,Parcours,2016,9782273012812,"H : Electricité, énergie, électronique",F1105,Études géologiques,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1105
responsable de fabrication en agroalimentaire,http://www.onisep.fr/http/redirection/metier/identifiant/100596,Les métiers de l'agroalimentaire,Parcours,2014,9782273011914,K : Production alimentaire,,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
designer d'interaction,http://www.onisep.fr/http/redirection/metier/identifiant/100599,Les métiers du web,Parcours,2015,9782273012270,"U : Communication, médias",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
administrateur / administratrice de logiciels de laboratoire,http://www.onisep.fr/http/redirection/metier/identifiant/100614,Les métiers de l'informatique,Parcours,2017,9782273013291,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",M1805,Études et développement informatique,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1805
conseiller / conseillère en génétique,http://www.onisep.fr/http/redirection/metier/identifiant/100618,,Fiches métiers / onisep.fr,,,"R : Santé, social, soins personnels",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
architecte web,http://www.onisep.fr/http/redirection/metier/identifiant/100621,Les métiers du web,Parcours,2015,9782273012270,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",M1802,Expertise et support en systèmes d'information,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1802
gestionnaire de données cliniques,http://www.onisep.fr/http/redirection/metier/identifiant/100622,,Fiches métiers / onisep.fr,,,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",J1201,Biologie médicale,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1201
histologiste,http://www.onisep.fr/http/redirection/metier/identifiant/100625,Les métiers du médical,Parcours,2018,9782273013857,"R : Santé, social, soins personnels",J1201,Biologie médicale,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1201
volcanologue,http://www.onisep.fr/http/redirection/metier/identifiant/100629,,Fiches métiers / onisep.fr,,,"T : Environnement, nettoyage, sécurité",F1105,Études géologiques,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1105
web-ergonome,http://www.onisep.fr/http/redirection/metier/identifiant/100663,Les métiers du Web,Parcours,2015,9782273012270,"U : Communication, médias",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
chargé / chargée de valorisation de la recherche,http://www.onisep.fr/http/redirection/metier/identifiant/100666,,Fiches métiers / onisep.fr,,,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
ingénieur / ingénieure en imagerie médicale,http://www.onisep.fr/http/redirection/metier/identifiant/100670,Les métiers de l'informatique,Parcours,2017,9782273013291,"R : Santé, social, soins personnels",J1201,Biologie médicale,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1201
inséminateur / inséminatrice,http://www.onisep.fr/http/redirection/metier/identifiant/100687,Les métiers de l'agriculture et de la forêt,Parcours,2017,9782273013307,A : Agriculture,A1303,Ingénierie en agriculture et environnement naturel,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1303
chef / cheffe d'exploitation des remontées mécaniques,http://www.onisep.fr/http/redirection/metier/identifiant/100691,,Fiches métiers / onisep.fr,,,"H : Electricité, énergie, électronique",N4402,Exploitation et manoeuvre des remontées mécaniques,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N4402
régisseur / régisseuse lumière,http://www.onisep.fr/http/redirection/metier/identifiant/100695,Les études d'art,Dossiers,2018,9782273014052,"V : Arts, spectacle, audiovisuel",L1504,Éclairage spectacle,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1504
ingénieur en acoustique,http://www.onisep.fr/http/redirection/metier/identifiant/100653,Les métiers du bâtiment et des travaux publics,Parcours,2016,9782273012782,C : Bâtiment,F1106,Ingénierie et études du BTP,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1106
ingénieur en acoustique,http://www.onisep.fr/http/redirection/metier/identifiant/100653,Les métiers de l'environnement et du développement durable,Parcours,2015,9782273012331,C : Bâtiment,F1106,Ingénierie et études du BTP,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1106
statisticien / statisticienne en analyse sensorielle,http://www.onisep.fr/http/redirection/metier/identifiant/100656,Les métiers des mathématiques et de l'informatique,Zoom,2015,9782273012652,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",M1403,Études et prospectives socio-économiques,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1403
data manager,http://www.onisep.fr/http/redirection/metier/identifiant/100660,Les métiers des mathématiques et de l'informatique,Zoom,2015,9782273012652,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",M1802,Expertise et support en systèmes d'information,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1802
responsable de production alimentaire,http://www.onisep.fr/http/redirection/metier/identifiant/100699,Les métiers de l'agroalimentaire,Parcours,2014,9782273011914,K : Production alimentaire,H2504,Encadrement d'équipe en industrie de transformation,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2504
ingénieur / ingénieure chimiste en développement analytique,http://www.onisep.fr/http/redirection/metier/identifiant/100570,Les métiers de la chimie,Parcours,2016,9782273012867,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",H2502,Management et ingénierie de production,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2502
éclairagiste,http://www.onisep.fr/http/redirection/metier/identifiant/100425,,Fiches métiers / onisep.fr,,,"V : Arts, spectacle, audiovisuel",L1504,Éclairage spectacle,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1504
illustrateur / illustratrice,http://www.onisep.fr/http/redirection/metier/identifiant/100427,Les métiers de l'information et de la communication,Parcours,2018,9782273013901,"U : Communication, médias",B1101,Création en arts plastiques,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=B1101
machiniste-constructeur / constructrice ou plateau,http://www.onisep.fr/http/redirection/metier/identifiant/100428,Les métiers du cinéma,Parcours,2018,9782273013871,"V : Arts, spectacle, audiovisuel",L1506,Machinerie spectacle,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1506
technicien / technicienne céramiste,http://www.onisep.fr/http/redirection/metier/identifiant/100456,,Fiches métiers / onisep.fr,,,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
biostatisticien / biostatisticienne,http://www.onisep.fr/http/redirection/metier/identifiant/100367,Les métiers de la biologie et des biotechnologies,Parcours,2016,9782273012775,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",H1210,"Intervention technique en études, recherche et développement",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1210
ingénieur / ingénieure nucléaire,http://www.onisep.fr/http/redirection/metier/identifiant/100370,Les métiers de l'énergie,Parcours,2016,9782273012812,"H : Electricité, énergie, électronique",H1302,Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1302
technicien / technicienne radioprotection,http://www.onisep.fr/http/redirection/metier/identifiant/100374,Les métiers de l'énergie,Parcours,2016,9782273012812,"H : Electricité, énergie, électronique",I1503,Intervention en milieux et produits nocifs,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1503
attaché territorial / attachée territoriale,http://www.onisep.fr/http/redirection/metier/identifiant/100386,,Fiches métiers / onisep.fr,,,"Q : Commerce, gestion, finances",K1404,Mise en oeuvre et pilotage de la politique des pouvoirs publics,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1404
"inspecteur / inspectrice des douanes, des finances publiques ou du travail",http://www.onisep.fr/http/redirection/metier/identifiant/100390,,Fiches métiers / onisep.fr,,,"Q : Commerce, gestion, finances",K1502,Contrôle et inspection des Affaires Sociales,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1502
professeur-documentaliste / professeure-documentaliste,http://www.onisep.fr/http/redirection/metier/identifiant/100395,"Les métiers de l'enseignement, de l'éducation et de la formation",Parcours,2013,9782273011464,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",K2107,Enseignement général du second degré,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2107
cogniticien / cogniticienne,http://www.onisep.fr/http/redirection/metier/identifiant/100360,Les métiers de l'automobile,Parcours,2018,9782273013840,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",M1802,Expertise et support en systèmes d'information,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1802
