NUMERO_UAI,Région,Département,Code_commune_Insee,Libellé Commune,Dénomination établissement,Patromyne établissement,Adresse_établissement,Code_postal,Type_établissement,Rep+,Rep,DISTANCE_QPV le plus proche,QPV,Qualité
0550024C,Grand Est,55,55545,Verdun,COLLEGE,BUVIGNIER,6 rue SAINT PAUL,55100,COLLEGE,Non,Non,"236,9002674",QP055003,Parfaite
0931883S,Île-de-France,93,93053,Noisy-le-Sec,COLLEGE,RENE CASSIN,19 rue DU DOCTEUR CHARCOT,93130,COLLEGE,Non,Non,"236,9836715",QP093014,Parfaite
0593237Y,Hauts de France,59,59507,Ronchin,COLLEGE,GERNEZ RIEUX,55 rue CHARLES SAINT VENANT,59790,COLLEGE,Non,Non,"239,3106347",QP059081,Parfaite
0755747P,Île-de-France,75,75119,Paris 19e  Arrondissement,COLLEGE,SUZANNE LACORE,149 boulevard MACDONALD,75019,COLLEGE,Non,Oui,"239,5513785",QP075015,Parfaite
0332190B,Nouvelle Aquitaine,33,33192,Gradignan,COLLEGE,ALFRED MAUGUIN,2 A avenue MARECHAL JUIN,33170,COLLEGE,Non,Non,"240,1303886",QP033015,MANUEL
0941039U,Île-de-France,94,94076,Villejuif,COLLEGE,GUY MOQUET,1 rue DARWIN,94800,COLLEGE,Non,Non,"242,1182674",QP094020,Parfaite
0451421A,Centre-Val de Loire,45,45234,Orléans,COLLEGE,JEAN PELLETIER,11 rue des Tonneliers,45001,COLLEGE,Non,Non,"245,6918066",QP045012,Parfaite
0130079R,Provence-Alpes-Côte d'Azur,13,13204,Marseille  4e  Arrondissement,COLLEGE,CHAPE (RUE),9  RUE CHAPE,13004,COLLEGE,Non,Non,"246,9992772",QP013032,Parfaite
0941411Y,Île-de-France,94,94079,Villiers-sur-Marne,COLLEGE,LES PRUNAIS,13 rue MAURICE DUDRAGNE,94350,COLLEGE,Non,Non,"247,6901509",QP094041,Parfaite
0840116V,Provence-Alpes-Côte d'Azur,84,84087,Orange,COLLEGE,JEAN GIONO,AVENUE CHARLES DARDUN,84106,COLLEGE,Non,Non,"248,5858099",QP084013,Parfaite
0490022H,Pays de la Loire,49,49099,Cholet,COLLEGE,GEORGES CLEMENCEAU,110 rue PORTE BARON,49300,COLLEGE,Non,Non,"249,6206589",QP049011,Parfaite
0440055W,Pays de la Loire,44,44114,Orvault,COLLEGE,JEAN ROSTAND,AVENUE DE LA JEUNESSE,44706,COLLEGE,Non,Non,"250,0469998",QP044017,Parfaite
0900017E,Bourgogne-Franche-Comté,90,90010,Belfort,COLLEGE,CHATEAUDUN,9 rue de Chateaudun,90000,COLLEGE,Non,Non,"250,2146897",QP090001,Parfaite
0342132H,Occitanie,34,34032,Béziers,COLLEGE,LUCIE AUBRAC,4 rue JUSSIEU,34500,COLLEGE,Non,Non,"250,3792648",QP034001,Parfaite
0910859P,Île-de-France,91,91377,Massy,COLLEGE,GERARD PHILIPE,9 rue DES MIGNEAUX,91300,COLLEGE,Non,Non,"250,5992323",QP091015,Parfaite
0071169H,Auvergne-Rhône-Alpes,07,7019,Aubenas,COLLEGE,ROQUA,Quartier ROQUA,7204,COLLEGE,Non,Non,"251,1540392",QP007001,Parfaite
0060840F,Provence-Alpes-Côte d'Azur,06,6088,Nice,COLLEGE,FREDERIC MISTRAL,59 avenue YVONNE VITTONE,6200,COLLEGE,Non,Non,"252,5545178",QP006011,Parfaite
0540111C,Grand Est,54,54547,Vandoeuvre-lès-Nancy,COLLEGE,JACQUES CALLOT,12 rue JACQUES CALLOT,54500,COLLEGE,Non,Non,"253,4236914",QP054016,Parfaite
0750429J,Île-de-France,75,75118,Paris 18e  Arrondissement,COLLEGE,ROLAND DORGELES,63 rue DE CLIGNANCOURT,75018,COLLEGE,Non,Non,"254,531765",QP075012,Parfaite
0720906U,Pays de la Loire,72,72095,Coulaines,COLLEGE,JEAN COCTEAU,RUE JEAN COCTEAU,72190,COLLEGE,Non,Non,"256,5950746",QP072003,Parfaite
0110686L,Occitanie,11,11203,Lézignan-Corbières,COLLEGE,JOSEPH ANGLADE,Avenue FERDINAND BUISSON,11202,COLLEGE,Non,Non,"257,590513",QP011010,Parfaite
0420035K,Auvergne-Rhône-Alpes,42,42187,Roanne,COLLEGE,JEAN DE LA FONTAINE,185 rue LUCIEN SAMPAIX,42335,COLLEGE,Non,Non,"260,0915016",QP042019,Correcte
0541288G,Grand Est,54,54323,Longwy,COLLEGE,VAUBAN,Avenue PAUL MANSARD,54400,COLLEGE,Non,Non,"261,8662004",QP054004,Parfaite
0450055R,Centre-Val de Loire,45,45234,Orléans,COLLEGE,ETIENNE DOLET,10 rue Greffier,45100,COLLEGE,Non,Non,"262,2541614",QP045009,Parfaite
0911022S,Île-de-France,91,91097,Boussy-Saint-Antoine,COLLEGE,ANDRE DUNOYER DE SEGONZAC,Place Jules Ferry,91800,COLLEGE,Non,Non,"263,7134228",QP091013,Parfaite
0510011K,Grand Est,51,51108,Châlons-en-Champagne,COLLEGE,PERROT D ABLANCOURT,1 rue DU PROFESSEUR LANGEVIN,51000,COLLEGE,Non,Non,"265,0766786",QP051002,Parfaite
0650050B,Occitanie,65,65440,Tarbes,COLLEGE,VOLTAIRE,Rue ALFRED KASTLER,65016,COLLEGE,Non,Non,"266,7760441",QP065003,Correcte
0210025N,Bourgogne-Franche-Comté,21,21231,Dijon,COLLEGE,HENRI DUNANT,14 rue CHARLES OURSEL,21000,COLLEGE,Non,Non,"266,8841959",QP021002,Parfaite
0830163B,Provence-Alpes-Côte d'Azur,83,83073,Le Luc,COLLEGE,PIERRE DE COUBERTIN,Avenue Pierre de Coubertin,83340,COLLEGE,Non,Non,"268,3420924",QP083019,Parfaite
0752556W,Île-de-France,75,75120,Paris 20e  Arrondissement,COLLEGE,HELENE BOUCHER,75 cours DE VINCENNES,75020,COLLEGE,Non,Non,"271,9325336",QP075019,Parfaite
0910718L,Île-de-France,91,91345,Longjumeau,COLLEGE,LOUIS PASTEUR,24 rue LOUIS PASTEUR,91163,COLLEGE,Non,Non,"272,0435115",QP091014,Parfaite
0440023L,Pays de la Loire,44,44109,Nantes,COLLEGE,CHANTENAY,62 rue AMIRAL DU CHAFFAULT,44107,COLLEGE,Non,Non,"272,3630928",QP044005,Parfaite
0890030Z,Bourgogne-Franche-Comté,89,89387,Sens,COLLEGE,STEPHANE MALLARME,18 rue DES TROIS CROISSANTS,89106,COLLEGE,Non,Non,"272,9248089",QP089007,Parfaite
0160024P,Nouvelle Aquitaine,16,16113,La Couronne,COLLEGE,ELISABETH ET ROBERT BADINTER,7 rue JEAN MOREAU,16400,COLLEGE,Non,Non,"273,6652825",QP016004,Parfaite
0692700K,Auvergne-Rhône-Alpes,69,69243,Tarare,COLLEGE,MARIE LAURENCIN,75 route DE SAINT CLEMENT,69173,COLLEGE,Non,Non,"274,6525254",QP069001,Parfaite
0110788X,Occitanie,11,11262,Narbonne,COLLEGE,MONTESQUIEU,AVENUE MONTESQUIEU,11100,COLLEGE,Non,Non,"276,4021024",QP011009,Parfaite
0950893E,Île-de-France,95,95203,Eaubonne,COLLEGE,ANDRE CHENIER,Rue André Chénier,95600,COLLEGE,Non,Non,"277,9777868",QP095001,Parfaite
0750591K,Île-de-France,75,75120,Paris 20e  Arrondissement,COLLEGE,HENRI MATISSE,3 rue VITRUVE,75020,COLLEGE,Non,Non,"280,3516238",QP075019,Parfaite
0951142A,Île-de-France,95,95277,Gonesse,COLLEGE,ROBERT DOISNEAU,2 place JEAN RENOIR,95502,COLLEGE,Non,Oui,"281,163287",QP095035,Parfaite
0780569V,Île-de-France,78,78362,Mantes-la-Ville,COLLEGE,LA VAUCOULEURS,19 rue de la Lyre,78711,COLLEGE,Non,Non,"282,4924014",QP078003,Parfaite
0720800D,Pays de la Loire,72,72181,Le Mans,COLLEGE,ALBERT CAMUS,50 rue DU PAVILLON,72100,COLLEGE,Non,Non,"283,0408678",QP072005,Parfaite
0951141Z,Île-de-France,95,95427,Montmagny,COLLEGE,NICOLAS COPERNIC,8 ruelle MARIANNE,95360,COLLEGE,Non,Non,"283,5338841",QP095021,Parfaite
0382114S,Auvergne-Rhône-Alpes,38,38185,Grenoble,COLLEGE,STENDHAL,1 bis place JEAN ACHARD,38001,COLLEGE,Non,Non,"283,5741579",QP038009,Parfaite
0930894S,Île-de-France,93,93050,Neuilly-sur-Marne,COLLEGE,HONORE DE BALZAC,65 rue PAUL ET CAMILLE THOMOUX,93330,COLLEGE,Non,Non,"284,9703606",QP093058,Parfaite
0750584C,Île-de-France,75,75110,Paris 10e  Arrondissement,COLLEGE,VALMY,199 quai DE VALMY,75010,COLLEGE,Non,Non,"286,2603419",QP075014,Parfaite
0331461J,Nouvelle Aquitaine,33,33063,Bordeaux,COLLEGE,CASSIGNOL,63 rue LAROCHE,33000,COLLEGE,Non,Non,"288,9902042",QP033010,MANUEL
0922630J,Île-de-France,92,92044,Levallois-Perret,COLLEGE,LOUIS BLéRIOT,162  AVENUE JULES GUESDE,92300,COLLEGE,Non,Non,"289,5685582",QP092001,Parfaite
0940071S,Île-de-France,94,94021,Chevilly-Larue,COLLEGE,LIBERTE,4 rue de Verdun,94550,COLLEGE,Non,Non,"289,8348019",QP094019,Parfaite
0881146T,Grand Est,88,88160,Epinal,COLLEGE,GEORGES CLEMENCEAU,Place Clémenceau,88021,COLLEGE,Non,Non,"290,8838035",QP088002,Moyenne
0711135Y,Bourgogne-Franche-Comté,71,71306,Montceau-les-Mines,COLLEGE,ANTOINE DE SAINT-EXUPERY,1 avenue Antoine de Saint-Exupéry,71307,COLLEGE,Non,Non,"291,6024601",QP071011,Correcte
0770027L,Île-de-France,77,77243,Lagny-sur-Marne,COLLEGE,MARCEL RIVIERE,2 avenue BONNET,77407,COLLEGE,Non,Non,"291,9475846",QP077004,Parfaite
0761786D,Normandie,76,76217,Dieppe,COLLEGE,GEORGES BRAQUE,3 ter rue LOUIS FROMAGER,76200,COLLEGE,Non,Non,"293,2955897",QP076003,Parfaite
0932333F,Île-de-France,93,93051,Noisy-le-Grand,COLLEGE,FRANCOIS MITTERRAND,29 avenue MONTAIGNE,93160,COLLEGE,Non,Non,"293,7673476",QP093059,Parfaite
0755000C,Île-de-France,75,75113,Paris 13e  Arrondissement,COLLEGE,THOMAS MANN,91 avenue DE FRANCE,75013,COLLEGE,Non,Non,"293,779544",QP075006,Parfaite
0390907Z,Bourgogne-Franche-Comté,39,39300,Lons-le-Saunier,COLLEGE,SAINT-EXUPERY,296 rue Charles Ragmey,39015,COLLEGE,Non,Non,"293,8358436",QP039002,Parfaite
0801373H,Hauts de France,80,80674,Rivery,COLLEGE,JULES VERNE,9 rue JULES VERNE,80136,COLLEGE,Non,Non,"294,4990819",QP080003,Parfaite
0370764E,Centre-Val de Loire,37,37261,Tours,COLLEGE,JULES FERRY,1 rue Camille Flammarion,37000,COLLEGE,Non,Non,"298,6855238",QP037007,Parfaite
0951672B,Île-de-France,95,95218,Eragny,COLLEGE,LEONARD DE VINCI,79 rue DE PIERRELAYE LA BUTTE,95610,COLLEGE,Non,Non,"299,6756827",QP095013,Parfaite
0541327Z,Grand Est,54,54395,Nancy,COLLEGE,JEAN LAMOUR,56 boulevard DE SCARPONE,54052,COLLEGE,Oui,Non,"270,7922123",QP054015,Correcte
0642095E,Nouvelle Aquitaine,64,64445,Pau,COLLEGE,PIERRE EMMANUEL,25 avenue HONORE BARADAT,64000,COLLEGE,Non,Non,"55,72790763",QP064003,MANUEL
0694295U,Auvergne-Rhône-Alpes,69,69388,Lyon 8e  Arrondissement,COLLEGE,ALICE GUY,19 rue Paul Cazeneuve,69008,COLLEGE,Non,Oui,"8,16375044",QP069035,Correcte
0694296V,Auvergne-Rhône-Alpes,69,69266,Villeurbanne,COLLEGE,SIMONE LAGRANGE,15 rue DES JARDINS,69100,COLLEGE,Oui,Non,0,QP069023,Parfaite
0701192R,Bourgogne-Franche-Comté,70,70311,Luxeuil-les-Bains,COLLEGE,SITE ROSTAND ET SITE MATHY,29 avenue de Lattre de Tassigny,70300,COLLEGE,Non,Non,"3,538831738",QP070003,Parfaite
9740093H,Réunion,974,97415,Saint-Paul,COLLEGE,JULES SOLESSE,3 rue ROLANG GARROS,97411,COLLEGE,Non,Non,"49,19117533",QP974042,Correcte
9740546A,Réunion,974,97413,Saint-Leu,COLLEGE,MARCEL GOULETTE,2 rue Julien Dupont,97424,COLLEGE,Non,Non,0,QP974036,Parfaite
9740652R,Réunion,974,97422,Le Tampon,COLLEGE,TROIS MARES,Rue MONTAIGNE,97839,COLLEGE,Non,Non,"60,5952964",QP974046,Parfaite
9741262D,Réunion,974,97422,Le Tampon,COLLEGE,LA CHATOIRE,2 rue D'AUTRICHE,97430,COLLEGE,Non,Non,"26,21836668",QP974045,Parfaite
